Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data
cg12128876,8202,36,20,NM_006534.2,0.034851391
cg12130692,7957,36,6,NM_005670.3,0.074002375
cg12133004,121273,36,12,NM_152319.2,0.825132422
cg12133444,51133,36,1,NM_016121.3,0.108872205
cg12135976,160728,36,12,NM_145913.2,0.162724876
cg12137206,57678,36,10,NM_020918.2,0.060337811
cg12144803,8997,36,3,NM_007064.2,0.811675999
cg12145907,56098,36,5,NM_018928.2,0.207904402
cg12146151,3691,36,17,NM_001005619.1,0.319941559
cg12148581,9045,36,3,NM_003973.2,0.107138474
cg12148919,5796,36,6,NM_002844.2,0.065155881
cg12149391,1739,36,3,NM_004087.1,0.045934379
cg12150066,2782,36,1,NM_002074.2,0.050211175
cg12150401,50833,36,7,NM_016945.2,0.794358979
cg12152256,57862,36,14,NM_021188.1,0.032334494
cg12153542,28954,36,20,NM_014012.4,0.053779754
cg12154803,91057,36,11,NM_080654.2,0.051634603
cg12157010,283349,36,12,NM_178169.2,0.035385744
cg12158019,64064,36,1,NM_022120.1,0.479812238
cg12163132,6909,36,17,NM_005994.3,0.291508836
cg12163490,1009,36,16,NM_001797.2,0.090563376
cg12164282,7837,36,2,XM_935180.1,0.108032077
cg12167239,6576,36,22,NM_005984.1,0.03992159
cg12167564,1130,36,1,NM_000081.2,0.317386421
cg12168164,6897,36,5,NM_152295.3,0.028159225
cg12172720,11346,36,5,NM_007286.3,0.651510968
cg12177001,3429,36,14,NM_005532.3,0.750829995
cg12177023,7337,36,15,NT_026446.13,0.038135343
cg12177677,9595,36,2,NM_004288.3,0.461260399
cg12177743,54970,36,11,NM_017868.2,0.053723591
cg12179044,10985,36,12,NM_006836.1,0.035585115
cg12179176,399979,36,11,NM_014758.1,0.056257977
cg12180123,64895,36,2,NM_022894.2,0.035073864
cg12181621,8354,36,6,NM_003533.2,0.085839444
cg12182525,140458,36,4,NM_080874.2,0.819238537
cg12185908,151648,36,3,NM_138484.1,0.046478856
cg12186917,9946,36,21,NM_145311.1,0.531036573
cg12187213,56999,36,3,NM_182920.1,0.047991041
cg12187567,9134,36,8,NM_057735.1,0.041512146
cg12188416,8626,36,3,NM_003722.3,0.591823987
cg12188482,124936,36,17,NM_144611.2,0.031042839
cg12188538,54471,36,22,NM_019008.4,0.037796729
cg12188560,1271,36,9,NM_001842.3,0.175324448
cg12188860,116447,36,8,NM_052963.1,0.683773151
cg12189880,171177,36,15,NM_133639.2,0.041968576
cg12194493,54872,36,4,NM_017733.2,0.025181747
cg12195135,201514,36,19,NM_173548.1,0.115419316
cg12195695,79637,36,17,NM_024585.2,0.063122903
cg12197254,83986,36,16,NM_032039.1,0.047545793
cg12200412,913,36,1,NM_030893.1,0.502801735
cg12201164,57136,36,20,NM_020531.2,0.02039143
cg12202913,79002,36,19,NM_024038.2,0.754335805
cg12203852,5926,36,14,NM_002892.2,0.034897817
cg12204574,2564,36,X,NM_004961.3,0.244615458
cg12204727,54939,36,15,NM_017828.2,0.074821569
cg12205047,3321,36,1,NM_001542.2,0.047447888
cg12205230,7170,36,1,NM_152263.1,0.318974485
cg12205591,1409,36,21,NM_000394.2,0.543061049
cg12206093,83786,36,11,NM_031904.2,0.022866106
cg12207371,9332,36,12,NM_004244.3,0.665475534
cg12213457,56994,36,12,NM_020244.2,0.083490861
cg12213910,135250,36,6,NM_139165.1,0.845143335
cg12215675,83887,36,6,NM_031949.3,0.906492731
cg12216205,25957,36,6,NM_032870.1,0.829096268
cg12218747,54093,36,21,NM_017438.2,0.720023483
cg12219753,25941,36,18,NM_015476.2,0.025827354
cg12219915,9130,36,X,NM_004699.1,0.198263142
cg12220493,7080,36,14,NM_003317.3,0.064499212
cg12224394,14,36,2,NM_001087.2,0.045386817
cg12227762,64841,36,14,NM_198066.2,0.043072234
cg12228229,1742,36,17,NM_001365.1,0.74101257
cg12228611,23759,36,22,NM_014337.2,0.094191262
cg12228707,133,36,11,NM_001124.1,0.037244855
cg12229172,4258,36,4,NM_002413.3,0.06663424
cg12229387,2520,36,17,NM_000805.3,0.651250285
cg12230010,1979,36,10,NM_004096.3,0.070805069
cg12232274,84918,36,6,NM_032832.3,0.08790572
cg12232463,164832,36,2,NM_198461.1,0.564169697
cg12234947,2780,36,1,NM_005272.2,0.673984111
cg12236045,347731,36,10,NM_178011.2,0.094645
cg12237269,6588,36,11,NM_003063.1,0.667976665
cg12237946,161779,36,15,NM_152595.3,0.116471389
cg12238343,51289,36,5,NM_016568.1,0.05743183
cg12239750,5832,36,10,NM_002860.3,0.016145117
cg12240237,80112,36,7,NM_025042.2,0.785313245
cg12240824,10778,36,18,NM_006629.3,0.063747406
cg12241125,7458,36,7,NM_022170.1,0.050874087
cg12241297,10949,36,5,NM_006805.3,0.101338478
cg12242338,287015,36,3,NM_152616.3,0.790731996
cg12243255,64651,36,3,NM_033027.2,0.025251945
cg12243271,3426,36,4,NM_000204.1,0.651020408
cg12245996,5588,36,10,NM_006257.2,0.080677871
cg12246527,5607,36,15,NM_002757.2,0.035846977
cg12247247,9349,36,17,NM_000978.2,0.099935146
cg12249575,7080,36,14,NM_003317.3,0.078371802
cg12251508,5935,36,X,NM_006743.3,0.219399661
cg12251804,282969,36,10,NM_198472.1,0.05963889
cg12254515,79139,36,8,NM_024295.3,0.033321329
cg12255284,157777,36,8,NM_173518.2,0.69425484
cg12256080,29777,36,6,NM_013375.2,0.066826406
cg12256228,6015,36,6,NM_002931.3,0.039223459
cg12259256,84336,36,17,NM_032376.2,0.055992887
cg12259537,80095,36,19,NM_025027.3,0.130867113
cg12261786,10974,36,10,NM_006829.2,0.500234102
cg12262564,128239,36,1,NM_178229.3,0.07684305
cg12263485,23468,36,12,NM_012117.1,0.069815521
cg12264551,283377,36,12,NM_207344.1,0.029821717
cg12265604,3038,36,16,NM_005329.2,0.083078945
cg12265829,196883,36,14,NM_139247.2,0.106285857
cg12266024,84668,36,7,NM_032581.2,0.039298161
cg12266049,595,36,11,NT_078088.3,0.887058554
cg12266551,10452,36,19,NM_006114.1,0.030741303
cg12268344,5619,36,16,NM_002761.1,0.862702588
cg12269343,6400,36,14,NM_005065.3,0.062818072
cg12270520,340385,36,8,NM_213605.1,0.030385491
cg12271587,7270,36,9,NM_007344.2,0.779743295
cg12271671,10875,36,7,NM_006682.1,0.141795515
cg12274479,3339,36,1,NM_005529.3,0.780896142
cg12274567,117157,36,1,NM_053282.4,0.850909242
cg12275348,8835,36,12,NT_019546.15,0.043635257
cg12276904,8971,36,3,NM_006026.2,0.039319732
cg12277666,163589,36,1,NM_173533.2,0.112907654
cg12278770,84734,36,1,NM_032648.1,0.634565575
cg12279128,400916,36,22,NM_213720.1,0.060049432
cg12280407,115207,36,13,NM_138444.2,0.035619546
cg12281657,145376,36,14,NM_172365.1,0.091750354
cg12285118,83641,36,10,NM_031453.2,0.722305775
cg12286890,6846,36,1,NM_003175.2,0.781879626
cg12287813,9648,36,2,NM_181453.2,0.063885639
cg12288365,154881,36,7,NM_153033.1,0.020429675
cg12288726,381,36,7,NM_001662.2,0.709468305
cg12288842,89978,36,15,NM_080650.2,0.059724478
cg12289045,84258,36,19,NM_032298.1,0.453907385
cg12290002,26271,36,6,NM_012177.2,0.028799221
cg12291552,27333,36,3,NM_014498.2,0.018346145
cg12292686,196743,36,10,NM_207129.1,0.052534091
cg12293634,284996,36,2,NM_173647.2,0.039556192
cg12294121,2560,36,4,NM_000812.2,0.085452116
cg12297221,116969,36,11,NM_053017.2,0.050753104
cg12300353,386617,36,4,NM_198353.1,0.058196904
cg12302621,9154,36,15,NM_004213.3,0.703067782
cg12304441,9958,36,12,NM_006313.1,0.05071044
cg12308275,9333,36,15,NM_201631.1,0.785419173
cg12311132,5954,36,11,NM_002901.1,0.229051872
cg12312863,51005,36,16,NM_015944.2,0.436140532
cg12313568,6311,36,12,NM_002973.2,0.0554493
cg12314510,140735,36,17,NM_080677.1,0.049841091
cg12315302,8360,36,6,NM_003539.3,0.074899149
cg12315311,284415,36,19,NM_198481.1,0.348481228
cg12315959,56521,36,10,NM_021800.2,0.854674891
cg12315997,6133,36,4,NM_001024921.2,0.110855639
cg12316147,57704,36,9,NM_020944.2,0.067925681
cg12317456,4313,36,16,NM_004530.2,0.12941419
cg12317676,10498,36,19,NM_199141.1,0.052178922
cg12318316,4708,36,7,NM_004546.2,0.068396458
cg12319004,10637,36,1,NM_020997.2,0.711820741
cg12320306,133,36,11,NM_001124.1,0.0488757
cg12320676,1876,36,2,NM_001952.3,0.073584292
cg12322132,51214,36,11,NT_009237.17,0.090996882
cg12323894,1622,36,2,NM_020548.4,0.039047155
cg12324144,151827,36,3,NM_153353.2,0.279530631
cg12324629,9706,36,17,NM_014683.2,0.424977761
cg12324831,7411,36,X,NM_003372.4,0.186771312
cg12330929,8239,36,X,NM_021906.2,0.819645392
cg12331389,5950,36,10,NM_006744.3,0.049402687
cg12331980,285025,36,2,NM_173648.2,0.75406717
cg12332316,2161,36,5,NM_000505.2,0.896391939
cg12333095,88455,36,12,NM_033121.1,0.029453734
cg12334759,284451,36,19,NM_182577.1,0.777713544
cg12335708,1803,36,2,NM_001935.3,0.204192345
cg12336540,92241,36,1,NM_052862.2,0.372905903
cg12336877,11253,36,9,NM_016219.2,0.033572655
cg12337114,50831,36,7,NM_016943.2,0.909332317
cg12339029,4632,36,2,NM_079420.1,0.830244002
cg12339802,54955,36,1,NM_017850.1,0.075096424
cg12340144,9942,36,3,NM_005108.2,0.226347974
cg12341414,85021,36,6,NM_031922.2,0.044841299
cg12343082,763,36,16,NM_001739.1,0.862365329
cg12343638,56124,36,5,NM_018932.3,0.135981192
cg12343777,247,36,17,NM_001141.1,0.127655055
cg12344605,6416,36,17,NM_003010.2,0.044423055
cg12345724,55038,36,14,NM_017955.2,0.030243315
cg12346515,23600,36,5,NM_014324.4,0.040024939
cg12346881,91975,36,5,NM_052860.1,0.822600804
cg12347740,146433,36,16,NM_152456.1,0.753302367
cg12348970,25769,36,9,NM_020344.1,0.837486694
cg12351042,81697,36,6,NM_033057.1,0.72071153
cg12351433,3973,36,2,NM_000233.1,0.198404745
cg12352006,55954,36,22,NM_019103.2,0.04965914
cg12353516,5598,36,17,NM_002749.2,0.047595058
cg12354377,288,36,10,NM_001149.2,0.7011742
cg12356261,10763,36,1,NM_006617.1,0.071515573
cg12359315,54716,36,3,NM_020208.2,0.106331528
cg12360373,11273,36,16,NM_017492.2,0.052785569
cg12360736,4154,36,3,NM_021038.3,0.275973424
cg12360886,55876,36,17,NM_018530.1,0.879967845
cg12361925,79137,36,2,NM_024293.2,0.057281379
cg12365667,3115,36,6,NM_002121.4,0.270072402
cg12368241,23469,36,6,NM_015153.1,0.757763793
cg12370791,3219,36,17,NM_024017.3,0.050337947
cg12370884,10606,36,4,NM_006452.2,0.049396096
cg12371177,55200,36,12,NM_018173.1,0.925116051
cg12373072,114885,36,3,NM_022776.3,0.097676123
cg12373771,27439,36,22,NM_031890.2,0.122007537
cg12374431,25806,36,2,NM_012476.1,0.077903024
cg12374577,79799,36,4,NM_024743.2,0.670208632
cg12374721,84366,36,17,NM_032391.2,0.159781477
cg12376277,55000,36,22,NR_002323.1,0.064223038
cg12376406,64184,36,14,NM_022360.3,0.474725852
cg12377712,9550,36,9,NM_004888.2,0.034877169
cg12378831,23091,36,13,NM_015070.2,0.04928963
cg12379145,7799,36,1,NM_012231.3,0.869411234
cg12379775,284739,36,20,NM_207349.1,0.047694838
cg12380764,29949,36,1,NM_013371.2,0.512746707
cg12380854,90506,36,17,NM_033413.2,0.783033488
cg12382902,894,36,12,NM_001759.2,0.02657118
cg12382941,94121,36,X,NM_080737.1,0.169512326
cg12384303,51442,36,X,NM_016267.2,0.646119503
cg12385425,200728,36,2,NM_198276.1,0.087204818
cg12385643,54578,36,2,NM_001072.2,0.732855013
cg12387247,2208,36,19,NM_002002.3,0.529586291
cg12388309,57144,36,20,NM_177990.1,0.044543389
cg12390946,3632,36,10,NM_005539.2,0.052410234
cg12391048,83886,36,16,NM_031948.3,0.811928317
cg12391174,55652,36,12,NM_017842.1,0.046998608
cg12391783,197370,36,16,NM_145080.2,0.7433556
cg12391921,26548,36,X,NM_012278.1,0.529343384
cg12392669,51142,36,7,NM_016139.2,0.053524362
cg12393697,165215,36,2,NM_177454.2,0.038180916
cg12397274,27283,36,6,NM_014464.2,0.632791235
cg12398332,51704,36,16,NM_016235.1,0.062442634
cg12398397,2186,36,17,NM_004459.5,0.075361922
cg12400041,667,36,6,NM_020388.2,0.652133766
cg12400881,5493,36,16,NM_002705.3,0.041941431
cg12402251,793,36,8,NM_004929.2,0.065771511
cg12402495,25912,36,1,NM_015449.1,0.023482365
cg12403575,8717,36,16,NM_003789.2,0.044520832
cg12405833,84127,36,16,NM_032167.1,0.069744804
cg12406417,613,36,22,NM_004327.2,0.050997982
cg12406460,10632,36,11,NM_006476.4,0.042498121
cg12406559,55205,36,18,NM_018181.4,0.213287066
cg12408911,8140,36,16,NM_003486.5,0.636106498
cg12411068,6597,36,19,NM_003072.2,0.029567658
cg12412075,64130,36,19,NM_022165.2,0.033589549
cg12413566,165904,36,3,NM_194293.2,0.864001132
cg12417299,6787,36,3,NM_003157.1,0.031211359
cg12417466,10777,36,3,NM_198399.1,0.714102038
cg12419067,78987,36,3,NM_015513.2,0.058907099
cg12420104,58524,36,9,NM_021240.2,0.076460245
cg12421458,3068,36,1,NM_004494.1,0.036749846
cg12422450,1113,36,14,NM_001275.2,0.098666866
cg12422683,9645,36,11,NM_014632.2,0.065546562
cg12422968,2643,36,14,NM_000161.2,0.03424954
cg12424817,55353,36,8,NM_018407.4,0.044319501
cg12424907,259295,36,12,NM_176889.1,0.88885781
cg12425673,65125,36,12,NM_018979.1,0.042859414
cg12426141,6938,36,15,NM_003205.3,0.053156989
cg12428416,2700,36,13,NM_021954.2,0.835669803
cg12428447,9356,36,11,NM_004790.3,0.66967916
cg12428604,85025,36,7,NM_032936.2,0.036444244
cg12430845,25836,36,5,NM_133433.2,0.037351178
cg12431196,57692,36,X,NM_020932.1,0.196584267
cg12431401,126432,36,19,NM_198445.1,0.371306776
cg12431699,51654,36,20,NM_016408.2,0.043022888
cg12432709,80323,36,18,NM_025214.1,0.77361565
cg12433691,9648,36,2,NM_181453.2,0.059055939
cg12434258,163049,36,19,NM_153358.1,0.039330231
cg12434587,4255,36,10,NT_008818.15,0.034352107
cg12434779,395,36,X,NM_001174.2,0.175438964
cg12435359,53339,36,15,NM_025238.3,0.021719266
cg12435611,83990,36,17,NM_032043.1,0.090470585
cg12435758,55203,36,4,NM_018176.2,0.029445791
cg12435792,5158,36,4,NM_000283.1,0.654467
cg12437239,27333,36,3,NM_014498.2,0.039377277
cg12437481,10573,36,16,NM_006428.3,0.451035382
cg12438034,64110,36,3,NM_022149.4,0.119762074
cg12438037,138162,36,9,NM_144654.1,0.547531228
cg12438666,150590,36,2,NM_144706.2,0.092398597
cg12439773,9356,36,11,NM_004790.3,0.730504252
cg12439899,7020,36,6,NM_003220.1,0.081619216
cg12441928,1230,36,3,NM_001295.2,0.145416293
cg12441964,283847,36,16,NM_173616.1,0.928550992
cg12444340,10181,36,3,NM_005778.1,0.044513352
cg12445208,147949,36,19,NM_152478.1,0.574404744
cg12446644,3927,36,17,NM_006148.1,0.075714515
cg12447832,51112,36,2,NM_016030.5,0.332269069
cg12448933,326624,36,17,NM_001006637.1,0.133738405
cg12448934,9746,36,12,NM_014718.2,0.033286429
cg12449183,3266,36,X,NM_181532.2,0.802296487
cg12452010,84890,36,10,NM_032804.5,0.055284569
cg12452675,51,36,17,NM_004035.4,0.038162072
cg12452946,256471,36,4,NM_152778.1,0.116849556
cg12453288,130813,36,2,NM_182500.1,0.063741859
cg12453778,150684,36,2,NM_152516.2,0.049015203
cg12454167,3827,36,3,NM_000893.2,0.375683464
cg12454725,51760,36,16,NM_016524.2,0.03270619
cg12455187,6352,36,17,NM_002985.2,0.753195983
cg12455562,54718,36,6,NM_024018.1,0.713288696
cg12456510,7032,36,21,NM_005423.3,0.648641589
cg12457773,140767,36,6,NM_080723.2,0.148322162
cg12459502,596,36,18,NT_025028.13,0.609661117
cg12460105,5884,36,5,NM_133338.1,0.04568152
cg12460359,22914,36,12,NM_007360.1,0.669881681
cg12460541,3706,36,15,NM_002220.1,0.111843966
cg12461141,10346,36,11,NM_006074.2,0.497988427
cg12463550,27297,36,7,NM_014478.3,0.033546887
cg12465398,53938,36,2,NM_032472.3,0.077204206
cg12466095,55102,36,14,NM_018036.4,0.687368033
cg12467090,5287,36,1,NM_002646.2,0.772706623
cg12467191,1445,36,15,NM_004383.1,0.066922845
cg12467864,9055,36,15,NM_003981.2,0.020809782
cg12468056,7994,36,8,NM_006766.2,0.03949705
cg12468189,26576,36,X,NM_014370.2,0.412821072
cg12471156,22828,36,6,NM_014892.3,0.028047107
cg12473775,29984,36,11,NM_014578.2,0.569313713
cg12476968,9990,36,15,NM_005135.1,0.198912777
cg12477012,4678,36,1,NM_002482.2,0.044328477
cg12477119,51755,36,17,NM_016507.1,0.098460051
cg12478185,6341,36,17,NM_004589.1,0.326788396
cg12478809,9377,36,15,NM_004255.2,0.067328651
cg12478978,10211,36,6,NM_005803.2,0.067433484
cg12480658,1386,36,2,NM_001880.2,0.088882574
cg12483860,10318,36,5,NM_006058.2,0.036970366
cg12484193,142679,36,2,NM_080876.2,0.055640548
cg12485020,91851,36,X,NM_145234.2,0.092861486
cg12485992,84690,36,17,NM_032598.2,0.917464875
cg12489819,2224,36,1,NM_002004.2,0.054440893
cg12489960,6443,36,4,NM_000232.3,0.677959398
cg12491368,196549,36,13,NM_145293.2,0.792691967
cg12491659,202309,36,5,NM_152687.1,0.518472123
cg12491710,3982,36,19,NM_030657.2,0.887504737
cg12493160,5568,36,9,NM_002732.2,0.87290908
cg12493906,56547,36,11,NM_021801.3,0.785565372
cg12497298,79594,36,1,NM_024544.1,0.041237174
cg12497564,5947,36,3,NM_002899.2,0.053477709
cg12497692,27033,36,19,NM_014383.1,0.931887592
cg12497851,57533,36,4,NM_020773.1,0.046911973
cg12499211,9047,36,1,NM_003975.2,0.331270572
cg12501949,285025,36,2,NM_173648.2,0.633268215
cg12503243,55015,36,14,NM_017922.2,0.121125722
cg12504957,4193,36,12,NM_002392.2,0.033975482
cg12506373,790,36,2,NM_004341.3,0.0812463
cg12506971,51166,36,4,NM_182662.1,0.064628836
cg12507125,25937,36,3,NM_015472.3,0.055710088
cg12508214,114907,36,8,NM_058229.2,0.031831153
cg12508624,7070,36,11,NM_006288.2,0.095094625
cg12510502,5002,36,11,NT_009237.17,0.927144532
cg12510755,8665,36,11,NM_003754.1,0.57347411
cg12513308,51192,36,16,NM_016951.2,0.049612968
cg12513379,26538,36,19,NM_013939.1,0.456467375
cg12513481,8631,36,17,NM_003726.2,0.21519184
cg12514506,114879,36,11,NT_009237.17,0.867955602
cg12514620,23648,36,1,NM_018070.3,0.068175814
cg12515371,84988,36,8,NM_032902.5,0.806702076
cg12515638,6424,36,7,NM_003014.2,0.084317128
cg12517167,27316,36,X,NM_002139.2,0.23642752
cg12517944,146861,36,17,NM_152462.1,0.95695172
cg12520111,5478,36,7,NM_021130.2,0.034558623
cg12526025,9215,36,22,NM_004737.3,0.054140359
cg12529228,4807,36,1,NM_005598.2,0.888753497
cg12529801,29035,36,16,NM_014117.2,0.035497475
cg12530021,89858,36,19,NM_033329.1,0.500721499
cg12530080,5369,36,5,NM_031887.2,0.613732995
cg12530270,149095,36,1,NM_152494.1,0.91193834
cg12531003,51157,36,19,NM_207115.1,0.041399236
cg12531542,80168,36,11,NM_025098.2,0.82195856
cg12532169,4692,36,15,NM_002487.2,0.450126613
cg12532477,4166,36,16,NM_021615.3,0.489987416
cg12532500,90627,36,13,NM_052851.1,0.121917045
cg12532667,51705,36,4,NM_016242.2,0.62810118
cg12533010,5684,36,14,NM_002788.2,0.063939107
cg12533335,9013,36,16,NM_139353.1,0.066688436
cg12534466,54977,36,3,NM_017875.1,0.047704823
cg12535715,203100,36,8,NM_153692.2,0.464900061
cg12536534,2539,36,X,NM_000402.2,0.233790663
cg12537796,4611,36,X,,0.248652482
cg12539975,59335,36,9,NM_021619.2,0.073801092
cg12541591,7048,36,3,NM_003242.4,0.061445369
cg12542281,10443,36,13,NM_014887.1,0.100620028
cg12542604,23294,36,6,NM_015245.1,0.119605293
cg12543649,7059,36,1,NM_007112.3,0.041480222
cg12547930,140870,36,20,NM_080827.1,0.704779082
cg12548064,157567,36,8,NM_198401.2,0.042373598
cg12548454,29968,36,9,NM_021154.3,0.057719357
cg12549513,84707,36,X,NM_032621.2,0.194530493
cg12552392,9054,36,20,NM_181679.1,0.654513715
cg12554476,2813,36,16,NM_001007240.1,0.734626879
cg12554573,10039,36,3,NM_001003931.1,0.593756732
cg12554819,51455,36,2,NM_016316.1,0.033998858
cg12554857,27306,36,4,NM_014485.2,0.519327951
cg12555334,5723,36,7,NM_004577.3,0.379472748
cg12555907,4155,36,18,NM_001025090.1,0.644584525
cg12556134,60436,36,20,NM_021809.4,0.322973096
cg12556325,113763,36,7,NM_138434.2,0.700482457
cg12556991,6155,36,17,NM_000988.2,0.061442198
cg12558519,55295,36,19,NM_018316.1,0.051184682
cg12558957,9804,36,1,NM_014765.1,0.057970947
cg12559031,1748,36,17,NM_001934.2,0.069698393
cg12561748,387032,36,6,NM_019110.3,0.037290251
cg12562500,8192,36,19,NM_006012.2,0.046414779
cg12563178,84898,36,10,NM_032812.7,0.047237568
cg12563480,29916,36,17,NM_013323.2,0.050583105
cg12564453,1071,36,16,NM_000078.1,0.745836508
cg12564962,53820,36,21,NM_018962.1,0.854703021
cg12566415,3972,36,19,NM_000894.2,0.881542841
cg12567315,27075,36,7,NM_014399.3,0.049587585
cg12568776,54566,36,9,NM_019114.2,0.03204864
cg12569173,84923,36,17,NM_032837.1,0.045189366
cg12569516,7227,36,8,NM_014112.1,0.047474721
cg12570787,133957,36,5,NM_145265.2,0.053340774
cg12571423,8900,36,13,NM_003914.2,0.154769539
cg12572011,7337,36,15,NM_130838.1,0.031161641
cg12572278,220323,36,11,NM_178507.2,0.079980816
cg12572545,6307,36,4,NM_006745.3,0.061952081
cg12572827,5149,36,12,NM_006205.1,0.841492165
cg12572939,8263,36,X,NM_012151.3,0.352577985
cg12573766,6188,36,11,NM_001005.3,0.040939015
cg12575181,5283,36,14,NM_004569.2,0.879794845
cg12575751,4925,36,11,NM_005013.1,0.029518409
cg12576145,9949,36,X,NM_015365.2,0.232162145
cg12576700,55755,36,9,NM_018249.4,0.04222841
cg12576844,116842,36,5,NM_052971.1,0.817690149
cg12577610,6603,36,17,NM_003077.2,0.032448828
cg12578166,3784,36,11,NM_181797.1,0.292189173
cg12578480,22921,36,10,NM_012228.2,0.070760886
cg12581035,1911,36,12,NM_004426.2,0.036471217
cg12582008,10562,36,13,NM_006418.3,0.76960945
cg12582366,146540,36,16,NM_152458.4,0.204068757
cg12582959,29903,36,19,NM_013301.1,0.163594014
cg12582965,57194,36,15,NT_026446.13,0.91070807
cg12583908,5984,36,3,NM_002916.3,0.065263882
cg12584034,6144,36,13,NM_000982.2,0.116606324
cg12584718,56257,36,7,NM_019606.4,0.20023535
cg12584889,56000,36,X,NM_022052.1,0.747619952
cg12585282,8761,36,1,NM_003819.2,0.079719117
cg12585943,9374,36,6,NM_005155.5,0.207288898
cg12586262,90338,36,19,NM_033288.2,0.077165911
cg12588299,2853,36,6,NM_005299.1,0.707863512
